frame,object_id,ground_truth,always_label,always_correct,always_invoked,fixed_label,fixed_correct,fixed_invoked,drift_label,drift_correct,drift_invoked,drift_agrees_with_always
52,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
53,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
54,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
55,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
56,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
57,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
58,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
59,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
60,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
61,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
62,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
63,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
64,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
65,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
66,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
67,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
68,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
69,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
70,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
71,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
72,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
73,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
74,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
75,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
76,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
77,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
78,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
79,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
80,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
81,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
82,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
83,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
84,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
85,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
86,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
87,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
203,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
204,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
205,0,PEN,PEN,True,True,PEN,True,False,PEN,True,True,True
206,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
207,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
208,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
209,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
210,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
211,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
212,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
213,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
214,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
215,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
216,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
217,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
218,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
219,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
220,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
221,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
222,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
223,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
224,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
225,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
226,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
227,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
228,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
229,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
230,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
231,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
232,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
233,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
234,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
235,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
236,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
237,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
238,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
239,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
240,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
241,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
242,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
243,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
244,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
245,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
246,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
247,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
248,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
249,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
250,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
251,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
252,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
253,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
254,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
255,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
256,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
257,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
258,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
259,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
260,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
261,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
262,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
263,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
264,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
265,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
266,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
267,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
268,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
269,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
270,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
271,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
272,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
273,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
274,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
275,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
276,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
277,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
278,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
279,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
280,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
281,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
282,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
283,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
284,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
285,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
286,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
287,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
288,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
289,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
290,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
291,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
292,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
293,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
294,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
295,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
296,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
297,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
298,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
299,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
300,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
301,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
302,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
303,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
304,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
305,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
306,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
307,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
308,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
309,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
310,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
311,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
312,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
313,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
314,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
315,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
316,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
317,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
318,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
319,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
320,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
321,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
322,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
323,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
324,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
325,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
326,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
327,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
328,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
329,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
330,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
331,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
332,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
333,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
334,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
335,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
336,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
337,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
338,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
339,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
340,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
341,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
342,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
343,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
344,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
345,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
346,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
347,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
348,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
349,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
350,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
351,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
352,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
353,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
354,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
355,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
356,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
357,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
358,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
359,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
360,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
361,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
362,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
363,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
364,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
365,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
366,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
367,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
368,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
369,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
370,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
371,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
372,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
373,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
374,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
375,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
376,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
377,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
378,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
379,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
380,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
381,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
382,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
383,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
384,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
385,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
386,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
387,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
388,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
389,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
390,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
391,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
392,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
393,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
394,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
395,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
396,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
397,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
398,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
399,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
400,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
401,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
402,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
403,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
404,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
405,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
406,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
407,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
408,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
409,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
410,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
411,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
412,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
413,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
414,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
415,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
416,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
417,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
418,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
419,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
420,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
421,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
422,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
423,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
424,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
425,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
426,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
427,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
428,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
429,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
430,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
431,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
432,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
433,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
434,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
435,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
436,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
437,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
438,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
439,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
440,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
441,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
442,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
443,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
444,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
445,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
446,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
447,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
448,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
449,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
450,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
451,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
452,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
453,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
454,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
455,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
456,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
457,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
458,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
459,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
460,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
461,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
462,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
463,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
464,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
465,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
466,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
467,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
468,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
469,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
470,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
471,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
472,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
473,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
474,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
475,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
476,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
477,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
478,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
479,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
480,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
481,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
482,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
483,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
484,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
485,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
486,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
487,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
488,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
489,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
490,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
491,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
492,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
493,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
494,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
495,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
496,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
497,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
498,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
499,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
500,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
501,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
502,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
503,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
504,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
505,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
506,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
507,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
508,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
509,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
510,0,PEN,PEN,True,True,PEN,True,True,PEN,True,False,True
511,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
512,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
513,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
514,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
515,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
516,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
517,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
518,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
519,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
520,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
521,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
522,0,PEN,PEN,True,True,PEN,True,False,PEN,True,False,True
